accuracy,loss,val_accuracy,val_loss,epoch
0.9392670392990112,0.2765449583530426,0.9924242496490479,0.0314750149846077,1
0.9968586564064026,0.012866136617958546,0.9924242496490479,0.027665015310049057,2
0.9989528656005859,0.005856789648532867,0.9924242496490479,0.028901617974042892,3
1.0,0.0018770383903756738,0.9924242496490479,0.029816031455993652,4
1.0,0.001800483907572925,0.9924242496490479,0.03126595914363861,5
1.0,0.0008346691029146314,0.9924242496490479,0.03185417503118515,6
1.0,0.00038988381857052445,0.9924242496490479,0.03268826752901077,7
1.0,0.00033349229488521814,0.9924242496490479,0.033591341227293015,8
1.0,0.0004156482464168221,0.9924242496490479,0.034158289432525635,9
1.0,0.00020613340893760324,0.9924242496490479,0.03506111353635788,10
1.0,0.0003075798158533871,0.9924242496490479,0.03556568920612335,11
1.0,0.000205289528821595,0.9924242496490479,0.03630979359149933,12
