accuracy,loss,val_accuracy,val_loss,epoch
0.8400423526763916,0.8397833108901978,0.9924242496490479,0.36409807205200195,1
0.9894067645072937,0.26515647768974304,0.9924242496490479,0.08513455092906952,2
0.9989407062530518,0.11291009932756424,0.9924242496490479,0.03565806522965431,3
0.9947034120559692,0.06447020918130875,0.9924242496490479,0.020745813846588135,4
1.0,0.03754454851150513,0.9924242496490479,0.014944122172892094,5
1.0,0.02774183824658394,0.9924242496490479,0.012227022089064121,6
1.0,0.02105134166777134,0.9924242496490479,0.010093072429299355,7
0.9989407062530518,0.018613317981362343,0.9924242496490479,0.008226816542446613,8
1.0,0.01311556901782751,0.9924242496490479,0.007753698155283928,9
1.0,0.012065507471561432,0.9924242496490479,0.007505378685891628,10
1.0,0.010192709043622017,1.0,0.006335577927529812,11
1.0,0.009933700785040855,1.0,0.005881939083337784,12
1.0,0.010024210438132286,1.0,0.004786286037415266,13
1.0,0.005911886226385832,1.0,0.00501416577026248,14
0.9989407062530518,0.006245214492082596,1.0,0.004842797759920359,15
1.0,0.005147994030267,1.0,0.004817463923245668,16
1.0,0.005676191300153732,1.0,0.004475054796785116,17
0.9989407062530518,0.004405885934829712,1.0,0.00386515399441123,18
1.0,0.004789180587977171,1.0,0.003339629853144288,19
1.0,0.00333677907474339,1.0,0.0027088334318250418,20
1.0,0.0026387465186417103,1.0,0.0021685604006052017,21
1.0,0.0030222551431506872,1.0,0.0018069258658215404,22
1.0,0.0025388174690306187,1.0,0.0012719315709546208,23
1.0,0.002329717157408595,1.0,0.0013006040826439857,24
1.0,0.0027131657116115093,1.0,0.0009559142054058611,25
1.0,0.0019667639862746,1.0,0.0009334930218756199,26
1.0,0.0033869128674268723,1.0,0.0010351641103625298,27
1.0,0.0015390670159831643,1.0,0.0008713073912076652,28
1.0,0.002310132374987006,1.0,0.0008942504646256566,29
1.0,0.001891433959826827,1.0,0.0009261152590624988,30
1.0,0.0013038924662396312,1.0,0.0008303571376018226,31
1.0,0.0016948678530752659,1.0,0.0005053384229540825,32
1.0,0.001857721246778965,1.0,0.0004460679483599961,33
1.0,0.0018231446156278253,1.0,0.0004309575888328254,34
0.9989407062530518,0.0025270278565585613,1.0,0.00039102594018913805,35
1.0,0.0017181739676743746,1.0,0.00028896014555357397,36
1.0,0.00048646749928593636,1.0,0.00024958010180853307,37
1.0,0.0005562847945839167,1.0,0.00021432110224850476,38
0.9989407062530518,0.002831599675118923,1.0,0.0002531128120608628,39
1.0,0.0006489389343187213,1.0,0.0002803380775731057,40
1.0,0.000478917732834816,1.0,0.00021832092897966504,41
1.0,0.0006972852279432118,1.0,0.00016304444579873234,42
1.0,0.0015712955500930548,1.0,0.00010283765732310712,43
1.0,0.0005702173803001642,1.0,5.852830145158805e-05,44
1.0,0.001274373265914619,1.0,6.025085531291552e-05,45
1.0,0.000923297309782356,1.0,6.078232399886474e-05,46
1.0,0.0005908232997171581,1.0,5.600610529654659e-05,47
1.0,0.001165335183031857,1.0,5.067801976110786e-05,48
1.0,0.00023414728639181703,1.0,4.4307063944870606e-05,49
1.0,0.0006015637773089111,1.0,4.828868986805901e-05,50
