accuracy,loss,val_accuracy,val_loss,epoch
0.9690265655517578,0.24227261543273926,0.9955752491950989,0.010670043528079987,1
0.9988937973976135,0.010748710483312607,0.9955752491950989,0.005517890676856041,2
0.9988937973976135,0.004854257218539715,0.9955752491950989,0.014152664691209793,3
1.0,0.0022308705374598503,1.0,0.0032650150824338198,4
1.0,0.0010803577024489641,1.0,0.0027620408218353987,5
1.0,0.0006037186831235886,1.0,0.002740570344030857,6
1.0,0.0006056512938812375,1.0,0.002885261317715049,7
1.0,0.0003539258905220777,1.0,0.002801448805257678,8
1.0,0.0003177057660650462,1.0,0.002699222881346941,9
1.0,0.00026425262331031263,1.0,0.0023470274172723293,10
1.0,0.00028765422757714987,0.9955752491950989,0.003296187147498131,11
1.0,0.0002758950286079198,0.9955752491950989,0.003520747646689415,12
1.0,0.00013979944924358279,0.9955752491950989,0.0033745153341442347,13
1.0,0.00019615811470430344,0.9955752491950989,0.0031954473815858364,14
1.0,0.00014939137327019125,0.9955752491950989,0.0031803413294255733,15
