accuracy,loss,val_accuracy,val_loss,epoch
0.9755319356918335,0.1260978877544403,0.9856114983558655,0.09581944346427917,1
0.9989361763000488,0.008295984007418156,0.9784172773361206,0.05690038204193115,2
1.0,0.0007211606716737151,0.9784172773361206,0.08552122116088867,3
1.0,0.0004759881994687021,0.9784172773361206,0.10538249462842941,4
1.0,0.00014668545918539166,0.9784172773361206,0.11524292081594467,5
1.0,0.00010670057963579893,0.9784172773361206,0.11968892812728882,6
1.0,0.00010641576227499172,0.9784172773361206,0.12282641977071762,7
1.0,0.00010749560897238553,0.9784172773361206,0.12718205153942108,8
1.0,6.632835720665753e-05,0.9784172773361206,0.1338314563035965,9
1.0,6.759558891644701e-05,0.9784172773361206,0.13543017208576202,10
1.0,5.0919476052513346e-05,0.9784172773361206,0.13860587775707245,11
1.0,4.8652782425051555e-05,0.9784172773361206,0.1346382051706314,12
