accuracy,loss,val_accuracy,val_loss,epoch
0.9021052718162537,0.36905962228775024,0.9924242496490479,0.033332690596580505,1
0.996842086315155,0.00991146545857191,0.9924242496490479,0.01374365109950304,2
0.9989473819732666,0.004098304081708193,0.9924242496490479,0.039125505834817886,3
1.0,0.002494045766070485,0.9924242496490479,0.05462505295872688,4
1.0,0.0014325521187856793,0.9924242496490479,0.06204795837402344,5
1.0,0.0009938882431015372,0.9924242496490479,0.0679689422249794,6
1.0,0.0016052552964538336,0.9924242496490479,0.06960887461900711,7
1.0,0.001540699857287109,1.0,0.00019623276602942497,8
1.0,0.0006629389245063066,1.0,0.001639924943447113,9
1.0,0.0006961285253055394,1.0,0.005384629126638174,10
1.0,0.0004925720859318972,0.9924242496490479,0.009626703336834908,11
1.0,0.0003047770878765732,0.9924242496490479,0.017465626820921898,12
1.0,0.0003176849568262696,0.9924242496490479,0.016092391684651375,13
1.0,0.00029257446294650435,0.9924242496490479,0.016264857724308968,14
1.0,0.0006313326302915812,0.9924242496490479,0.018452655524015427,15
1.0,0.00029956595972180367,0.9924242496490479,0.018963169306516647,16
1.0,0.00021449140331242234,0.9924242496490479,0.023014795035123825,17
1.0,0.00018814079521689564,0.9924242496490479,0.024709153920412064,18
