accuracy,loss,val_accuracy,val_loss,epoch
0.6312564015388489,1.0566893815994263,0.9621211886405945,0.7196455597877502,1
0.8886619210243225,0.5156233310699463,0.9924242496490479,0.26981768012046814,2
0.9499489068984985,0.25312289595603943,1.0,0.09140554815530777,3
0.9846782684326172,0.11570526659488678,1.0,0.036656253039836884,4
0.9908069372177124,0.06377150118350983,1.0,0.02001981995999813,5
0.9948927760124207,0.042649488896131516,1.0,0.011318877339363098,6
0.9959142208099365,0.03400484472513199,1.0,0.02335403673350811,7
0.9948927760124207,0.03304839879274368,1.0,0.005889591760933399,8
0.9959142208099365,0.028892621397972107,1.0,0.00491680670529604,9
0.9989785552024841,0.01420223992317915,1.0,0.0021277747582644224,10
0.9969356656074524,0.014764317311346531,1.0,0.001855825656093657,11
1.0,0.009892290458083153,1.0,0.0016773444367572665,12
1.0,0.009840569458901882,1.0,0.0014733123825863004,13
0.9989785552024841,0.01062982901930809,1.0,0.0035801860503852367,14
1.0,0.007856122218072414,1.0,0.003904793644323945,15
1.0,0.006390667054802179,1.0,0.004275609739124775,16
1.0,0.005538112949579954,1.0,0.005627250298857689,17
1.0,0.005562595557421446,1.0,0.005778073333203793,18
0.9989785552024841,0.005760753061622381,1.0,0.004857785999774933,19
1.0,0.00401684595271945,1.0,0.0050476668402552605,20
0.9989785552024841,0.00413141492754221,1.0,0.00625871866941452,21
0.9989785552024841,0.004498297348618507,1.0,0.007576459087431431,22
1.0,0.003055949229747057,1.0,0.008086849935352802,23
