left_shoulder,left_elbow,left_wrist,left_hip,left_knee,left_ankle,right_shoulder,right_elbow,right_wrist,right_hip,right_knee,right_ankle,torso_angle
133.36035155681643,129.45842076484107,130.16279256715865,140.7241430265938,176.00037553072812,160.7137679013496,177.41528555698955,154.8625153455716,159.54257090071945,140.36989827449847,178.0852769523101,176.64448803026545,86.97729608499962
133.64978830308016,140.8686081143938,138.41818932297082,144.0780757480022,178.82098312633542,179.5108160793218,177.56588182230627,148.59114000453297,156.55571528325987,142.00187177266687,176.9024868220977,157.8141358653769,87.91890148361146
136.40526405263995,130.44410721502678,156.26228926924037,141.12336005777703,177.12431235184332,173.61875732119182,175.52888855537242,149.7868107359959,147.419405748303,145.90321337280983,176.29553689826653,164.60757908652025,84.88087312170586
134.88440947527312,128.8214921807865,165.2449344882271,144.03882636155356,179.43553079011076,158.22802030985486,173.6511627372197,144.88790823462728,153.11083465718522,143.78420029706876,174.79073534544034,162.97330765252772,86.62600801670084
137.01609691610577,133.31608854195608,169.84825306999403,144.59936329381807,178.34276374996793,178.34355802304773,172.26176165473126,145.03781828861398,156.3076130685915,142.8517070073314,175.9440215930869,156.01153457748717,87.04205749348019
136.17022958126213,135.04552612440307,164.3989684201451,145.40284774693447,178.87370796230854,172.0260809523633,172.8467675482545,146.15227072788576,155.73209788983723,142.75354922424359,174.72186512938214,156.95304431490422,87.82519251094942
137.91257862515678,134.15693763009375,166.3036129915749,145.52517209387022,178.593991799991,174.15829417728213,172.1482309272804,146.07315637600095,152.88971749353848,143.61902780886524,174.5713684625864,155.96755336815363,87.31856713648826
139.59347268992533,134.88533425201788,166.25032485905368,143.55248921884484,179.9704238273128,173.99546489538565,169.7839165113064,146.16491356567383,152.42844060787533,144.73459107471584,175.4636739961145,156.0492452307888,86.26109966991186
140.3446417672688,134.98967092984418,168.8093272773802,143.74889751773304,179.1347747754117,170.029214733532,168.8047958165668,144.38321269962773,153.85602285549993,145.45144933833095,174.63173552596712,156.42033986138466,86.21847594757632
141.4497820634464,135.02739627295642,168.758203925449,142.95362342935178,179.44467522011084,167.2452472921452,166.56655313258247,142.0889342456695,153.51254510183497,145.91382299662752,174.90718544037793,153.74087267748104,85.73247366096008
139.2269823207065,133.4356653915827,170.5146908964587,143.38801008659084,179.40708045221052,172.30009538066108,165.8839481399773,142.6568625360867,157.03156883893624,145.30800950900584,174.9011434599842,156.59284733722805,86.18723009622505
138.65663631071405,134.00290441372,165.72645937119785,144.0701855102423,179.54912701713965,175.8830744062262,166.08267227348193,142.62488975271415,157.8692744679398,144.08977144928218,175.89239666023815,154.90872583029088,86.68616851209087
136.8367726560535,132.34078513262395,164.69660028716316,144.44933463118147,179.5570486549694,179.99469313249207,167.28324589930415,143.23903510624922,155.62999949976927,143.42034566943028,176.2910810788989,154.04252794422257,87.26005350458802
136.5979766828697,132.61020094907158,165.50555043658682,144.52151694330541,179.733281801407,177.9614182652432,167.44408098098205,142.42300544087428,156.24210673774746,143.47064296786547,177.16854943783383,150.10947730329806,87.21518612811163
135.6477924302455,132.2623617647936,162.1888343523024,144.81178124105168,179.5468291173577,178.00002796586116,169.65883069163968,143.72605278098726,155.56265312259424,143.09031493015283,177.00854372589842,148.50620132445488,87.70590966576847
135.19429651010057,132.19366110167454,161.09229836193495,144.46076751077453,179.8876609423115,173.74203710509047,172.22335148733058,145.3212355211808,154.41746159875623,142.31475231766558,176.66325202262902,152.19494994998814,88.14693001867673
134.3976758191059,131.90071032991204,161.6586408992482,144.6439278226603,179.3249295494748,169.38155813418916,172.00082975869768,144.82087398484614,153.1978376590041,141.46222580139985,177.72370922437287,151.31074211671285,88.41890685505524
135.58094824564316,131.766710553178,162.6466816515948,144.182542944939,178.63188576723567,164.26412300634172,171.2719617848862,143.31989601770363,152.3482414013999,141.8323976302235,177.92062305188526,147.86850485251728,88.16716482841278
135.45808231991398,130.39843999701733,164.515154700558,143.79887258641511,178.92349126428965,162.98633004371857,171.1689394697702,142.95848971679897,152.75843486271293,142.3130440420693,178.30250626197656,144.12175301949452,87.99679978745061
135.12685078724866,127.61246090619238,165.91499716689003,143.0226765814319,179.5534173159208,163.75138353617868,171.68196858523746,143.28537728109464,153.74846086212898,142.66595719872421,178.7699624380759,141.6220200528118,87.93172674345378
135.46723412779656,127.72346691464163,163.19121925702652,142.97948706091825,178.7602446360759,164.10222496847922,171.81719306871804,143.64824331888633,154.5020861092779,142.58105080008596,179.98651198800616,141.75544664469547,87.75923231468212
136.94956566196146,127.68836616640054,162.38200749010025,142.92719157832607,177.95209607713736,163.1142175384101,172.14193776307843,143.49563856445582,156.3883235797784,143.27807681267788,179.7951046909585,145.38338161604887,87.39568458870647
138.19727631791935,127.42789504225651,164.02612455360656,141.52537740389062,178.8937588313667,162.82023264791542,171.95025428150822,143.88430486842717,156.7937713752019,143.73373298151705,179.67156134293526,147.53918329079903,86.68287183204167
138.55824379262282,127.57373927519765,162.64926581207246,140.75033666407344,179.47208348030608,161.84362186650608,171.22908613374003,144.7573577179457,156.47113369441254,141.48138971212214,174.42682579396237,145.38554168876766,86.22168057137128
140.10601030053706,128.6193105357044,162.68839951103206,138.84886902184263,178.23458890216855,158.71455860681857,170.4472058124885,145.1327110051202,156.12262515788183,141.0442709213725,170.94756226495872,143.4656994703345,85.38714261950035
141.47277347501512,129.81947426060393,164.17649290906743,136.98402275997248,176.59635026046564,159.3695646639677,169.36648972511657,145.5433513554761,154.49600415924826,140.21964399902072,167.0184668700079,141.3691104433318,84.60215430742842
144.55691165532158,130.58520857349646,168.29667818400526,134.55142602837427,172.6837077387909,175.19801226824137,168.37067683424627,147.01257300251908,153.20923258694899,140.32366763384323,158.2312152667961,128.71690823689704,83.60022403662137
146.97310355605947,133.89684477729975,167.4803420125502,133.20656318446578,166.71042783685664,179.7998294159579,168.68796865449897,149.24947495236583,152.48089040628454,142.0832319980774,151.0842575226732,116.47724989711669,82.87637934831994
150.77867913396383,139.15967544682883,160.19216736569513,134.74109745401012,162.17576508018917,144.58172642545185,169.7772236470174,152.37476278761807,151.7286286351031,144.8778759973209,149.96692911318254,112.94183798337063,82.45540906478578
151.68450740153773,140.1971364657735,157.78421466855892,140.04870337399333,158.1030314195041,133.5549489026865,171.70697014320382,154.439634400183,151.9790999997307,146.08493293909805,146.69831868729943,113.2352850137755,82.81649197413458
153.1671928162785,142.29094349743275,157.8135081138554,144.48628983194786,156.83512851578683,134.68499322781932,173.7472379002742,157.02857838160782,153.69819505449345,148.19403434952704,147.8585152316668,115.94600130887497,83.07257493702684
154.9189372760993,145.599397676111,154.4847144704109,149.30354836435583,158.1219872856734,134.440163605161,174.0121764936164,158.22617357077968,152.65725457642873,150.26410694247897,149.29327880041276,124.2041511627147,83.19649632655246
156.80275110919655,149.37061102483383,153.19839939131646,153.85057435323947,162.043962553684,137.45209255676096,174.51661011846284,159.62378820739625,152.6112639451563,153.59306736407203,154.0591016600563,130.3782242643289,83.39381798612406
158.30519672499545,150.88378404429878,152.9782473518196,157.4817223731437,165.0854485922425,144.01206721039247,174.6678480045026,160.44054640705718,152.2092613375096,158.69086296671216,161.61628572587867,132.07222331781318,83.2268999872458
160.7206464682421,152.15926030345977,153.49630249353908,159.0126522185056,165.42201998453092,148.37612358405343,174.70468815364853,160.6474874949742,151.2868105735597,162.99860154254688,166.45211365812384,137.01232190866335,82.84263185512565
162.27517003897165,154.11706363417917,151.0775226645411,163.08641322144447,168.23002680566773,162.49592660132092,175.20619636026169,161.09193301346713,150.61079738410362,166.44313286702547,171.42819131357504,141.77649488646372,83.2321223045241
162.72196289169847,155.90001073566998,148.68048668752797,168.03301687834792,171.62752763459682,169.54336997797245,177.0550972446708,162.05100414232865,149.37936552397971,167.4315861188057,175.19244210756136,151.7098699532151,84.63046862867995
164.2340986912792,158.12066432831656,148.30850023726043,169.4057920588048,169.29826470477522,174.66380183868395,178.63091000530568,163.07469985977124,148.24601723594907,168.13219105224718,176.72267966020772,156.97611053240342,85.30675914999263
165.57644516121405,159.05263069661115,138.8032259534597,170.87489282649918,170.5915389190051,176.982591126615,179.7644024991474,164.83033048786953,147.17332350396015,168.32005623453085,177.90558101685423,158.96058505797555,85.74250131915039
165.69275606498812,158.45773960650249,133.40699051852337,171.8649119176131,170.80487763050166,179.04281083208622,179.07045326935278,165.13897935183118,146.53239206792625,167.99098401125974,176.69272488634795,163.34454450653408,86.41313060220189
166.71566423640454,159.46383221937802,135.8645873746332,172.76723102276466,172.59490195076512,178.7928640502338,179.22289206383567,164.87871684959654,144.3161380463401,167.46563877471388,176.26694048387864,166.00829842207557,86.92504871152923
166.93152376711646,160.86738662416187,135.9128304672927,173.2722987219011,172.21605169256273,176.9841424382758,179.83900753316178,163.3913780171181,144.1448809031836,167.67978200376427,176.82782396660463,164.95736190410875,87.50713946098385
166.84754579833444,162.31569259401064,136.32171706766462,175.20283661012016,173.32167478378025,171.87991781581124,178.88769520589813,160.99154887747162,142.96296242446678,167.11204897919424,174.93927489525615,165.59635217561575,88.42167512439575
165.5154669730265,160.87250865746086,137.72763271941116,176.07647970138947,174.85199504826517,171.74645309724758,177.80587510081963,156.96642641887624,144.1262112165338,167.01125367895736,175.00761480767838,165.97035905087225,89.03113636025249
165.03546001100702,160.388526017768,139.45287157452242,176.68372295182886,175.50428073579937,169.33538574306775,179.9095520866783,157.7170010048032,149.01743052159998,166.84490729360962,172.67468359184792,161.04717964482765,89.66822594972389
162.93514886514822,159.23080845742538,139.707102100102,178.18343872047262,176.12590642398663,162.79932006435195,179.3939569038001,155.7933415418803,152.29853629434632,167.0491706374174,173.29271324646734,168.19531310012258,90.44495509243322
158.81690800000172,156.13106721389744,140.47561745567333,179.4701000221554,177.140042318959,158.18128877455044,179.97561054195614,155.84386123566296,153.29955647778317,166.6482454905481,172.5906956616181,170.55440488208927,91.41571231889527
155.3725414697914,152.14753742369626,143.6236209976705,178.39551719337922,179.96008441060857,154.84225384928558,179.72703933233092,156.65077092386306,157.469757728148,165.36935579726045,172.83387863986684,169.86168200217583,92.67433376023665
153.01262983836645,149.3345116800998,145.63227645106798,177.59681212427816,178.85876003325302,153.77455283074798,178.53316028120545,155.64505460156073,157.0465949990038,165.41374018797782,174.4851012759509,173.3115004344487,93.1907679212576
149.11017978966944,144.1201266071927,148.1789174791659,177.2665923794961,179.2409771116557,152.96044833119004,176.63800079733144,152.90344429405278,158.44325190469016,166.86402645997777,176.87117288492703,175.60630682930645,93.3705328202314
145.7384246766879,138.98360949070988,148.67623817496138,176.3586842673239,179.58655986414414,152.05273120043384,176.53253995165042,151.79081923153592,156.44120290689915,166.9676690745411,178.06932973538235,175.9288765101613,93.83526326879661
145.2707477702939,137.25127511272862,149.55364373900966,176.55224640069434,178.369287371713,150.37991475755473,176.78212171227887,150.7688698572197,156.2677774131881,166.82984252991744,178.56691808896187,176.33835738611984,94.25867151289502
144.66795661072922,136.21739393571553,150.36644315405775,178.050065831172,175.3089710911291,148.48704568748732,176.56328725177494,150.25330271374202,154.4980318080625,167.54726034569526,178.76639363288817,173.6415937154608,94.2685988050256
142.02671349449037,132.5224600591203,150.97781480202408,179.93356357678962,171.57001060983436,145.47557064527837,173.5189152368776,146.4047745620869,157.3735747416566,167.6725458571996,177.79479673680487,171.30110155095173,94.04900184569965
141.20365444042392,130.6891118607381,151.61428804337393,178.01115668079737,167.26965182606676,143.61193770450896,171.3665275938247,145.01875383278215,157.06890653092017,167.44487851466027,176.86661850522006,171.25734548405543,93.88526307038144
139.12463337064995,127.79261422365889,154.07733296296303,176.1453948433949,163.7439413639859,142.5428819879171,169.03955883734372,143.0579204683933,158.06622649846517,167.49621552122963,176.5547078702374,172.72458628532462,93.8716013243647
134.6776989435131,121.30613190359921,156.02573801099933,174.54754393130267,161.70154179158735,142.9233286836346,166.58062282928472,142.53552510231975,154.34568290129857,167.82461766049477,176.2728282533654,173.5782259789842,93.67466387005483
129.42972981475162,112.87461977006315,160.0230060498526,173.97600017894493,162.3615839176624,144.80860495289954,160.65359906387465,136.56083524428678,153.2523616902687,168.50307293965605,175.1207257271318,173.5201729838087,93.01474362982749
127.67028307955458,107.28127229516025,160.71797482852728,172.7834345514022,163.02979202078333,146.18497693140523,153.44851577356553,128.985462529139,152.46245411403217,168.52878219277238,173.32372699889584,171.1132004460143,92.16349564274815
123.8603064244134,101.52700786299727,162.7609004103116,172.2355663758409,164.4283207654417,151.92145576774865,139.74915889327085,114.6427608400015,152.59550718691023,169.2519641316559,172.97962679912405,170.59670440122795,91.56642410683057
119.58352244169141,95.20012212853601,165.58527419341118,170.8652877178181,166.22203320116364,160.89004467750084,127.96893600475836,101.84378927961794,151.01738754574006,169.54157783236732,172.4348500492555,169.7632444344238,90.95474068746978
113.1327015210045,88.12117413418115,166.8079146416698,170.07810285187648,169.59666758138957,173.97203477471703,117.89363623492078,91.10856105367917,152.45150984886226,169.772308973462,173.09419440747894,171.92105418324905,90.57479965584743
103.79733062153988,78.00729297398657,168.20467705530365,169.16582774016067,171.5870200665761,175.25793939257235,106.87708119693453,78.64976960681393,152.0318602748708,170.05665722361047,173.59189984448733,173.95023003168154,89.93932736114925
94.7111764551399,65.37905177211343,170.5707438037067,168.3403929547792,172.94046822654067,169.14839298975298,96.29656762992647,65.63307129340755,155.4878379021674,170.06274754859777,174.05171543450817,169.01702414603633,89.92092397884099
83.37652392205523,50.079840175636804,171.84848761951028,166.48634513742752,172.35835718982906,169.89995153579815,83.68660004528765,49.97837276939874,161.7009902792881,170.62123965220798,173.94836706311693,168.72401725177576,88.25862757150443
75.37297674018676,41.468198413688846,172.38112880032705,166.42064496732303,172.44971459116826,167.4778596685919,75.67337958678563,40.76237470463371,164.23256397788649,170.08032821364935,172.79008785011547,167.76400630736828,87.89066284591271
71.28358111592023,35.253145858502094,171.3926298054772,167.58245688274118,176.9846054166975,166.02924265456895,70.02631037881602,35.48847915139709,165.21653872655006,169.6160849241017,172.31555357080484,166.88302649394575,86.75907302274331
68.46694931883519,30.016948503793987,171.0861174300767,169.03652612245338,179.19702802701477,166.11890999794463,66.77390734080254,30.569490924622396,167.08768487508706,170.64289559716184,172.16753405349593,163.05462759013557,85.82332520504184
64.25059007302657,25.363084707606095,174.08994370044266,169.61707769508027,179.22607782579954,173.10198940402114,63.37611156324936,26.376859059389645,169.56788218966003,171.54657768369452,172.39819341256123,161.2048645015086,85.27756901942044
61.64192027841769,22.705410834705972,175.63048604267414,171.2090689900696,178.38241951823014,172.9934760195425,61.694246119252085,22.61679730794151,172.12378576546672,171.83688318480515,172.89281867491914,160.23961543330103,85.15431568419135
58.50902525968036,20.44513618721192,173.09713136077477,171.2149233579128,176.25148238844065,156.77415468742754,59.18098383780639,19.71818046129438,170.2180609854174,171.87998381312596,172.61403138386908,154.68855690247182,84.84272962690603
56.929873873646784,20.387518551852512,173.27689634814902,172.4415714035394,176.55529817484978,146.7332017423379,56.6786755871877,17.272995844745854,169.87418190312417,171.71916344807744,173.32708312297189,160.35873802402568,84.94327708793001
55.77308999496905,21.935515976154978,174.49721069177846,173.43126816418055,176.98539125448494,144.79439672916965,55.62846097660904,15.830298287270077,171.2214693505667,170.83237698570179,172.64737446669167,169.98693430497056,85.35836552769378
53.7396389292255,22.6545534071969,174.91365112544347,173.7814012487341,178.6667554451238,152.166819446401,54.99156738652967,14.829075385703735,172.01324812032283,169.60620785312278,172.108205341452,177.6986309775594,85.59506383117744
51.03063625920028,24.11071187610756,172.46184002088572,172.88002401188209,177.89913970364526,156.01706218896257,53.64967336016228,14.443853712973063,171.54981355176457,169.2232201975538,171.50026328091548,175.89827216631093,85.54911284136715
48.825848331950574,25.443986951862477,169.44671194110117,172.1798889250102,176.68585977660894,157.60226275147528,52.014857072315635,14.915371717065678,170.76838435250312,169.11112474268177,171.32872953373072,175.67910260281866,85.44532032521548
46.76548993622606,26.40241357981051,166.58902852079729,171.49398410794925,176.43144761224826,158.98392885484577,51.2159149797524,16.927962594376996,171.35206174995722,169.2457519151399,171.64913396736458,173.7218768316137,85.06908572942015
46.97053911475858,26.96770392299171,165.72392671161015,170.7514323196035,176.18819225195827,159.53347487285276,51.48887934020518,17.20691606937197,174.4853205385073,168.66430202725522,171.21895723780747,167.1291195627206,84.85720109397718
47.639714788063394,27.269969972201437,165.6702545055387,169.88153217487368,175.88155342434544,161.9589555340291,52.14629313098528,16.17444485697381,179.65631870282263,167.3543148133806,170.28735869327056,161.85960821990687,84.68675881924227
50.833059230563904,27.46423114768253,165.77221905145902,168.8524875727526,174.2398621574035,160.18811473595812,55.090194777918,17.759521951943192,178.73046258870016,166.84016342109763,170.1960758514588,159.58708341057948,84.73139174886519
57.454220130938594,30.989854761551097,169.7414329440886,169.36222789798376,175.55001004969964,165.08054104834957,57.97474973796153,20.909313825398762,176.09956243023174,167.67024026189034,170.3083551697291,162.90690077217775,84.94322973284724
69.41057006227265,42.12559072521624,171.78110929465035,169.94874255558182,176.73262695511409,171.54724335051364,66.03004848517827,28.192985319116005,179.48178197499018,168.68855504644904,171.29665381687957,166.49432184422375,85.14247642211946
86.47708222097255,59.79271554468071,167.558035440354,170.29887456930555,177.46977997459908,177.69680511185058,80.6364782303435,41.696775925087344,176.72931877499877,168.04236476194865,170.2120284899496,164.08339163428244,85.4220322690916
103.57203291164416,74.75437422353703,165.9566779009289,169.787905521771,178.22017454313732,176.35454996748686,96.49347637402967,58.40704114838775,172.18163333161067,169.53166208351814,170.56370556261152,166.05991667523736,85.08283992315214
114.19644698085054,83.26367237317098,164.70263957196033,169.16836745641447,176.55493700632968,179.9316260892029,109.48990542889202,72.46066988287947,167.90831989214433,171.23265521906774,172.70668773188982,168.40749350471305,85.39666945132113
122.29615175538804,95.8859933809597,165.33801513057708,170.21956681375465,176.65348853236662,179.47545085707645,125.20868871185206,90.41344181726699,159.22581504569888,172.3073341353187,174.30443991348506,170.28928646146153,85.79016100435808
