left_shoulder,left_elbow,left_wrist,left_hip,left_knee,left_ankle,right_shoulder,right_elbow,right_wrist,right_hip,right_knee,right_ankle
50.09799224552173,130.56308764017987,149.5001278558071,109.701631751069,75.8511253019223,141.41602715423824,23.329116171438123,165.36119363771277,153.76523439232193,102.67790676544642,73.77623947858312,122.28767988119077
168.07382461398532,78.20798440065522,162.77617427464645,119.17133984999766,49.73199476067292,126.96821706405109,112.79187490827884,134.3915491918527,154.87231334519845,127.68602419156433,57.549122491560865,126.82283938121542
168.08973943896726,75.81629987176075,173.48515736474843,118.8944865677424,49.22593418883367,125.71733206747979,118.4290161446517,135.6254043242816,159.62262756120728,125.59123808881486,56.553897006307984,123.07540979189187
167.32881872144782,74.09049155013389,171.67431461992464,118.99691025843734,49.048718444971065,125.37501605063407,120.19969620699062,137.69062726206542,160.9003477830397,124.75689124629837,56.0743872172453,120.78863269969318
166.5311597590564,73.15015745376263,169.4835778496297,119.13345374289575,49.0186701885072,125.40178338941794,120.69783636797114,139.36724625131876,162.943589472451,124.37661158908807,55.74482419245973,119.04650845163864
165.85601848230235,72.76085148838249,168.1482643296195,119.30950024832539,49.088572658866156,125.54988480644623,120.98698570688718,139.96751826974076,161.7250837794687,124.36663390317229,55.654770243425915,118.53297329867084
165.5622921230087,73.04731964797642,166.72825560972632,119.50645002437463,49.20670229215532,125.89776016425125,121.16600068963938,140.22437919121327,162.78486123752361,124.41055126029295,55.697054797170544,118.48642930279831
165.32893763462664,74.15554517440158,166.15309552035518,119.78652699694258,49.28035549774642,126.54430476544607,121.33529613932336,139.2566152814628,162.9610253576591,124.47439470556266,55.754668919422,118.47430493596333
164.86009523262524,74.23905033843558,166.64499611920718,119.97133124931632,49.26421997045493,128.1885266632924,121.51562777111755,139.16680254871093,163.2298582287307,124.70279400749382,55.77874624831548,119.47639401264824
164.69527433933138,74.28614896430689,166.89000045768668,119.96962806294847,49.16509002955415,129.09719099538194,122.01924478889634,139.45045405419316,163.12394443234768,124.63383895584799,55.727752799183044,120.02671784195576
164.5279511602988,74.44986220600947,166.62423818324004,120.03877020211488,49.17088192331008,129.0564851439061,122.31576805552616,139.53594529836514,163.22041211556132,124.5771879578642,55.772792607345295,120.13120184063236
164.3727371277892,74.64763364187571,167.13058482563832,120.1110084279475,49.21578392197581,128.56340200919126,122.40138941235212,139.57289903699677,162.81529060074993,124.45132207047186,55.79969293451918,120.11152816026221
164.31003568101787,74.59884767965532,167.71526116308246,120.17617417564387,49.25001346506951,128.02148986110774,122.49526474693911,139.7676304721555,162.9519754993852,124.37109283890194,55.79251066341427,119.04071096878327
164.2122670655755,74.43072412606055,168.04758946474746,120.2771100379487,49.29948547672388,127.24193641418458,122.52408053040682,140.2905823078268,163.5740707029128,124.3055040294824,55.721496569162234,118.36173751432034
163.7506096898001,73.8874875525314,168.37228901621685,120.40844970622392,49.28961926066326,126.82311659389796,122.84209812759696,140.74612945050816,163.9682480435099,124.16577906814032,55.58636572546016,118.09187452645438
163.4450088201745,73.92509221683606,168.1866684108467,120.53463753817097,49.28907654196737,126.54842831227047,123.18204649985849,140.95667377897408,163.71004745757017,123.98844152676106,55.500560322380686,117.97916903948658
163.30764733827598,74.55707631872339,167.91866863767535,120.50375047592549,49.27016668586897,126.74217699778055,123.66799794074129,141.40437612247763,163.75344051680335,123.71987516545452,55.433040592780294,117.60554762356307
162.76353525468724,74.86702956662533,168.20611964135435,120.43371002719306,49.206193660825996,126.64397247968944,123.91050516423385,142.01249388598998,165.0824594809429,123.54929128067924,55.33900773329099,117.23645450183058
162.1090625035324,73.883496764481,168.99486611940728,120.31494258458083,49.160355039748616,126.51699528799764,124.00224203341334,142.82217138401765,163.80061120996658,123.63281283296021,55.282990845825374,117.07887484368699
158.65560941827854,75.11756556799666,170.54845888235306,120.28426482051098,49.30303701895922,126.30830719537552,124.02531050420272,143.193267432408,161.93250969845027,123.4683970730046,55.08349808099922,115.83779103904992
144.39746527252885,69.2315218356666,167.85155273996648,120.1344689025422,49.04774897084311,124.48739215578472,123.48705853598115,144.20219825039155,152.4961453931983,122.07333262117244,53.76089668862625,112.54068947125091
125.60246503107575,62.148547407475945,148.94715644010387,119.8676663197034,48.862365213405134,123.29316904451314,121.2276589781853,143.15490969229523,150.56343634157327,122.56310186914054,52.53731151414416,110.72343433495152
112.27744305352797,47.639803594920835,137.8741161520259,119.66347408666061,48.10102469218672,121.19324517215088,117.24034705333445,135.05436302358027,157.84279381810907,122.37288491271048,51.30271021091903,109.47291156738203
