accuracy,loss,val_accuracy,val_loss,epoch
0.30575916171073914,1.3773770332336426,0.32575756311416626,1.3658337593078613,1
0.42722514271736145,1.298011064529419,0.5833333134651184,1.2916783094406128,2
0.5623036623001099,1.2238237857818604,0.7575757503509521,1.2208436727523804,3
0.6827225089073181,1.1520662307739258,0.8560606241226196,1.1526213884353638,4
0.7465968728065491,1.0879545211791992,0.9015151262283325,1.0858861207962036,5
0.8230366706848145,1.0255540609359741,0.9469696879386902,1.0214625597000122,6
0.8994764685630798,0.9589537382125854,0.9545454382896423,0.9586932063102722,7
0.9350785613059998,0.8929462432861328,0.9621211886405945,0.8969781994819641,8
0.9518324732780457,0.8413081169128418,0.9621211886405945,0.8367511630058289,9
0.9685863852500916,0.7843071818351746,0.9621211886405945,0.7783322334289551,10
0.9738219976425171,0.7251014709472656,0.9848484992980957,0.721632719039917,11
0.9853402972221375,0.6710712909698486,0.9848484992980957,0.6675205230712891,12
0.9863874316215515,0.6244199275970459,1.0,0.6155957579612732,13
0.990575909614563,0.5821506977081299,1.0,0.5660092830657959,14
0.991623044013977,0.5292554497718811,1.0,0.5186089873313904,15
0.9926701784133911,0.4876686632633209,1.0,0.4737914204597473,16
0.9926701784133911,0.4451430141925812,1.0,0.43183159828186035,17
0.9926701784133911,0.41116097569465637,1.0,0.3926517069339752,18
0.9958115220069885,0.37152907252311707,1.0,0.35630884766578674,19
0.9947643876075745,0.3441648781299591,1.0,0.32279542088508606,20
0.9926701784133911,0.31380972266197205,1.0,0.29181307554244995,21
0.9947643876075745,0.28526049852371216,1.0,0.2634620666503906,22
0.9958115220069885,0.2631707787513733,1.0,0.23771169781684875,23
0.9958115220069885,0.23778729140758514,1.0,0.2145708054304123,24
0.9968586564064026,0.2141808569431305,1.0,0.19376404583454132,25
0.9947643876075745,0.19694842398166656,1.0,0.17477275431156158,26
0.9958115220069885,0.1769283562898636,1.0,0.1582232564687729,27
0.9968586564064026,0.16474395990371704,1.0,0.14304423332214355,28
0.9968586564064026,0.15053622424602509,1.0,0.1295536905527115,29
0.9947643876075745,0.1390819549560547,1.0,0.1174054816365242,30
0.9968586564064026,0.12103843688964844,1.0,0.10687444359064102,31
0.9968586564064026,0.11257164180278778,1.0,0.0975729301571846,32
0.9989528656005859,0.10324545949697495,1.0,0.08910481631755829,33
0.9958115220069885,0.096304751932621,1.0,0.08148476481437683,34
0.9968586564064026,0.0897870734333992,1.0,0.07454918324947357,35
0.9968586564064026,0.08326231688261032,1.0,0.06844580173492432,36
0.9989528656005859,0.07452630996704102,1.0,0.06301622092723846,37
0.9968586564064026,0.0707949697971344,1.0,0.058098696172237396,38
0.9979057312011719,0.06600267440080643,1.0,0.053544700145721436,39
0.9968586564064026,0.06157512590289116,1.0,0.049423251301050186,40
0.9979057312011719,0.057087741792201996,1.0,0.04577544704079628,41
0.9958115220069885,0.05469285696744919,1.0,0.04241325333714485,42
0.9989528656005859,0.050232306122779846,1.0,0.03939554840326309,43
0.9958115220069885,0.0479821152985096,1.0,0.03661254048347473,44
0.9968586564064026,0.04368889331817627,1.0,0.03410600870847702,45
0.9968586564064026,0.04068460687994957,1.0,0.03181248903274536,46
0.9979057312011719,0.037482526153326035,1.0,0.029785316437482834,47
0.9989528656005859,0.034966617822647095,1.0,0.027883917093276978,48
0.9979057312011719,0.033100418746471405,1.0,0.026180297136306763,49
0.9979057312011719,0.03231310099363327,1.0,0.024570949375629425,50
